intent,english
ask_human_handoff,Connect with someone
ask_human_handoff,Have an agent to talk to
ask_human_handoff,Make you talk so much mind
ask_human_handoff,There is no time yet to have an agent to talk to quickly
ask_human_handoff,Connect with agent
ask_human_handoff,Talk to an agent
ask_human_handoff,No we need to talk to an agent
ask_human_handoff,Talk to someone
ask_human_handoff,Are any gents not free
ask_human_handoff,An agent is free
ask_human_handoff,If the agent is free then call forward
ask_human_handoff,I want to talk to a human
ask_human_handoff,I want to talk to customer care
ask_human_handoff,Talk to a customer agent
ask_human_handoff,Call customer care
ask_human_handoff,I would like to talk with customer care
ask_human_handoff,Can you pass this call to any agent?
ask_human_handoff,It would be better to talk to customer care
ask_human_handoff,Let me talk to some agent
ask_human_handoff,Let me talk to somebody else
ask_human_handoff,Can I talk to an agent?
ask_human_handoff,I'd like to talk to an agent
ask_human_handoff,Make me talk to an agent
ask_human_handoff,don't want to talk to bot
ask_human_handoff,i'd rather not talk to bot but an agent
ask_human_handoff,I think someone from customer care can help better
inform,1 January 2020
inform,14 January 2020
inform,5 June 2020
inform,10 April 2020
inform,March 2020
inform,17 May 2020
inform,11 October 2020
inform,5 September 2022
inform,12 Feburary
inform,8 November
inform,14 July 2020
inform,16 December 2020
inform,19 August 2020
inform,November 10
inform,6 August 2015
inform,21 December 2018
inform,4pm
inform,3pm
inform,11 October
inform,13 April 2020
inform,2 May
inform,3 Feburary 2015
inform,16 January 2020
inform,16 August 2020
inform,7 Feburary 2020
inform,22 September 2020
inform,12 July 2020
inform,27 June 2020
inform,13 November 2020
inform,12 May 2020
inform,16 January
inform,12 July 2020
inform,13 August 2018
inform,14 May 2018
inform,13 April 2020
inform,16 July 2020
inform,2 November 2020
inform,6 July 2020
inform,19 May 2020
inform,20 December 2020
inform,21 February 2018
inform,22 October 2020
inform,23 November 2020
inform,14 June 2020
inform,20 September 2020
inform,14 December 2020
inform,7 April 2020
inform,23 January 2020
inform,4 April 2020
inform,27 May 2020
inform,3pm
inform,2pm tomorrow 
inform,monday 5 pm
inform,26 feb 7pm
inform,tuesday 7 am
inform,tuesday 7 in the evening
inform,4 pm tomorrow 
inform,3 in afternoon day after tomorrow.
inform,10 in the morning
inform,day after tomorrow 4 pm
inform,yesterday at around 3 in the afternoon
inform,tomorrow 8 pm
inform,6 pm next week
inform,3 pm today
inform,4pm
inform,8pm
inform,6am
inform,6.30 pm
inform,5:30 pm tomorrow
inform,28 march 4:30 pm
inform,1st march 5 am
inform,8 pm next wednesday
inform,9:30 pm thursday 
inform,8:45 pm saturday
inform,sunday 3pm sharp
inform,8 pm in the morning on 4th august
inform,12 april 1:00 pm
inform,21st march 7 pm
inform,8 pm next sunday
inform,1:30 pm today
humiliate,you are really stupid
humiliate,don't talk stupid
humiliate,first learn how to talk to your boss
humiliate,don't talk useless
humiliate,"are you drunk bro, why are you answering like that?"
humiliate,are you blabbering
humiliate,you have zero sense
humiliate,don't know who made you stupid
humiliate,you are such a cheap company
humiliate,useless piece of shit
humiliate,you are also useless
humiliate,whose face did i see today that i have to talk to you 
humiliate,stop talking crap with me
humiliate,will you just shutup now
humiliate,get lost 
humiliate,i can't tolerate your nonsense anymore
humiliate,don't mess with my head
humiliate,you are such a fool
humiliate,your words are rubbish
humiliate,you talk so much shit
humiliate,you are a complete useless
humiliate,seems like you don't have a brain
humiliate,shut up!
humiliate,you seem like an idiot
humiliate,you talk a lot of crap
humiliate,are you mad?
humiliate,you are causing me a headache
humiliate,so stupid you are
humiliate,you are speaking nonsense now
humiliate,you are so dumb
humiliate,stop lecturing me 
humiliate,you are such a big dumbass
humiliate,you lack intellect 
humiliate,damn you
humiliate,go to hell
humiliate,stop your chattering
humiliate,i wish i could give you a smack in the face
humiliate,stop with this bullshit now
humiliate,you are such a disgrace 
humiliate,you are a goofy bot
humiliate,our 3-year-old child quickly understands
humiliate,are you dumb?
humiliate,you are no good
humiliate,you are absolutely rubbish
humiliate,how stupid one can be
humiliate,you are frustrating me 
humiliate,you are an idiot 
humiliate,you are dumb
humiliate,you are good for nothing
humiliate,absolute disgrace you are
humiliate,i don't need your lecture
humiliate,you are such a disappointment
humiliate,why are you so stupid
humiliate,how can you  be so stupid
humiliate,you are absolutely useless
humiliate,you are nonsense
humiliate,you need to shut up 
humiliate,you can shut up
humiliate,it's better that you shut up
humiliate,i wish i can slap you
humiliate,what are the people who have kept the useless thing
humiliate,you are a goner
humiliate,i'm not into all that stupid shit so shut up
humiliate,can you get lost?
humiliate,you need to fuckin shut up
humiliate,"damn, you are really an idiot"
humiliate,are you always this stupid?
humiliate,you are crazy to think i'd do that
humiliate,you are crazy
humiliate,are you fucking kidding me?
humiliate,you are a fucking waste of time and money
humiliate,"for fuck's sake, shut up."
humiliate,you don't know shit
humiliate,such a dumbass
humiliate,can you go to hell or do you need some help?
humiliate,holy shit! you're stupid
humiliate,you are a bastard
humiliate,it's fucked up
humiliate,son of a bitch
humiliate,"fuck off, idiot!"
humiliate,can you just die?
humiliate,you are an ugly hag
humiliate,fuck you
humiliate,fuck off
humiliate,"fuck it, you are of no use"
humiliate,can you shut the fuck up?
humiliate,you are absolutely fucked up
humiliate,how can someone be this useless?
humiliate,what do you know even? you are practically of no good
humiliate,you are a prick
humiliate,you are such a gullible idiot
humiliate,you are such an idiot
humiliate,this is bullshit
humiliate,you don't have the guts 
humiliate,you have zero guts 
humiliate,you are a shithead
humiliate,to hell with you
humiliate,such a git you are
humiliate,you are a dummy
humiliate,what crap is it!
humiliate,you fucked up bad
humiliate,don't be an asshole
humiliate,go fuck yourself
greet,How are you
greet,Hello
greet,How was your day
greet,Yo
greet,good afternoon!
greet,Hey dude
greet,Hola
greet,Hi how was your day?
greet,Hello friend!
greet,how!
greet,Hi what's up?
greet,Hello
greet,Yo! What is happening?
greet,Hey! How is it going?
greet,good morning
greet,How are you
greet,Hello friend! top of the morning to you.
greet,Hello
greet,Hello. How are you
greet,Hi
greet,good day! How is it going?
greet,How is it going
greet,Hello! good morning.
greet,how are you?
greet,how are you brother?
greet,Haiye
greet,What's wrong with you?
greet,how are you
greet,Alas
greet,Tell me more
greet,What is happening ?
greet,how are you brother?
greet,Hi charioteer
greet,"Hello, my friend"
greet,how are you today?
greet,Hey! how are you?
greet,How is your day going
greet,Hello how you doing
greet,how are you?
greet,Hi !
greet,Hello! good morning.
greet,This is good
greet,How is your day going
greet,Tell more
greet,how are things going
greet,What is happening ?
greet,How do you do?
greet,you are there
greet,What is happening
greet,Hey dude whats up?
greet,Hi charioteer
greet,Hey! How is it going?
greet,Hello friend!
greet,Hey how are you
greet,Hello friend
greet,Yo! What is happening?
greet,Hello Friend
greet,How is your day going
greet,What is happening
greet,How was your day?
greet,How are you today?
greet,good day! How is it going?
greet,Hello friend
greet,Yo! What is happening?
greet,how are you
greet,good morning
greet,Hello. How are you
greet,How is everything going?
greet,how are you
greet,Hello. How are you
greet,how are you
greet,what's going on
greet,Hey how are you
greet,how are things going
greet,This is good
greet,Hello Friend
greet,How do you do?
greet,how are you?
greet,Hi good morning
greet,How was your day
greet,Hi
greet,Hi friend
greet,Hello Friend
greet,good afternoon!
greet,"Hey, buddy"
greet,How was your day
greet,Hi how was your day
greet,Hello how you doing
greet,Bonjour
greet,What's wrong with you?
greet,Hello friend!
greet,Are you ok
greet,Yo! What is happening?
greet,How are you
greet,Hello friend! How are you?
greet,what's new?
greet,What is happening
greet,Evening
greet,Hi !
greet,How is it going
greet,Greetings
greet,how are you dear
greet,And tell me how are you
greet,Hey okay and whats up
inform_next_availability,I can talk till 4 o'clock in the evening
inform_next_availability,Call tomorrow at 10 am
inform_next_availability,You talk at one o'clock in the day
inform_next_availability,Call at 3 day after tomorrow
inform_next_availability,"Do one thing,let's talk on the 3rd"
inform_next_availability,Tomorrow may be around 5 p.m.
inform_next_availability,Call at 3 tomorrow
inform_next_availability,You'll be able to talk if you call before 12
inform_next_availability,Call at 6
inform_next_availability,Tell before 4 o'call on the 3rd
inform_next_availability,Call and tell at 6 on Tuesday evening
inform_next_availability,You can call me tomorrow at 11 am
inform_next_availability,Call by 1 o'clock. We'll talk
inform_next_availability,"Yes, we can tell you by calling at 5 o'clock in the evening."
inform_next_availability,Will be free on the 16th
inform_next_availability,Tell us before 7 pm tomorrow
inform_next_availability,Call me tomorrow morning but before 10
inform_next_availability,I'll be free by 8 o'clock on Monday then i can do it
inform_next_availability,"I won't be busy on Friday, so you'll call at 7 o'clock"
inform_next_availability,We are free tomorrow until 7 p.m.
inform_next_availability,Will talk to you tomorrow in the morning at 12 
inform_next_availability,Schedule calls for the 19th
inform_next_availability,Call about 12 noon on Monday
inform_next_availability,Make a call at any time after 3 p.m.
inform_next_availability,Call tomorrow or day after tomorrow but before 11
inform_next_availability,I'm free tomorrow morning so you can call
inform_next_availability,"I'm coming back on 2nd,two days later, then you tell comfortably about it."
inform_next_availability,"Schedule this call for 21st,Monday morning"
inform_next_availability,I'm free in the day call me then to explain
inform_next_availability,you keep the next call to 25th
inform_next_availability,Call by 1 pm
inform_next_availability,If you call in the morning then you will be able to talk
inform_next_availability,Call me someday next week 
inform_next_availability,Call on friday or saturday
inform_next_availability,I will be free on Sunday then call
inform_next_availability,"Next sunday, call me"
inform_next_availability,Call tomorrow
inform_next_availability,you can try once on monday
inform_next_availability,discuss it next monday
inform_next_availability,Call me in the evening. will be free then
bot_unable_to_understand,i do not understand you
bot_unable_to_understand,"brother, i am asking you, what are you saying?"
bot_unable_to_understand,meaning you still don't understand
bot_unable_to_understand,what's the matter with you 
bot_unable_to_understand,"you leave, how many times i've to say"
bot_unable_to_understand,"you don't belong to us, how are you talking"
bot_unable_to_understand,looks like you don't
bot_unable_to_understand,you seem not to be able to talk
bot_unable_to_understand,you first understand my point properly and reply later
bot_unable_to_understand,why are you repeating the same thing over and over again
bot_unable_to_understand,your accuracy level is very low brother
bot_unable_to_understand,have you used hindi language before?
bot_unable_to_understand,"i am asking the same thing, why are you telling me back then?"
bot_unable_to_understand,you do not seem to be our level of wisdom
bot_unable_to_understand,are you talking to us only
bot_unable_to_understand,"looks like you can only speak hindi, you cannot understand"
bot_unable_to_understand,obey me you desperately need treatment
bot_unable_to_understand,bot are you making fun of me?
bot_unable_to_understand,you don't need this app
bot_unable_to_understand,have you put people here to help
bot_unable_to_understand,you are not able to help
bot_unable_to_understand,don't you understand at once
bot_unable_to_understand,hey brother why can't you understand such a small thing
bot_unable_to_understand,"if you cannot answer such a direct question, then how will other people handle you?"
bot_unable_to_understand,"hey its not that i am talking about the previous one, you do not understand"
bot_unable_to_understand,"listen, you are not able to understand at all"
bot_unable_to_understand,do you even know the answer to my question
bot_unable_to_understand,"i don't want to talk to you, talking to you is like hitting the wall"
bot_unable_to_understand,no no you don't understand
bot_unable_to_understand,what am i saying and what do you understand
bot_unable_to_understand,"hey, are you speaking, doesn't it mean anything"
bot_unable_to_understand,you don't understand man
bot_unable_to_understand,don't you understand
bot_unable_to_understand,"brother, you will not be able to understand"
bot_unable_to_understand,do you not  get it
bot_unable_to_understand,you are misunderstood 
bot_unable_to_understand,no no i didn't mean that
bot_unable_to_understand,"hey brother, i said this a little differently"
bot_unable_to_understand,no i didn't mean to speak
bot_unable_to_understand,"no brother, you are wrong"
bot_unable_to_understand,hey bro what am i  saying and what are you understanding
bot_unable_to_understand,don't you understand
bot_unable_to_understand,"you will not be able to understand, you misunderstood"
bot_unable_to_understand,what i said you got the opposite
bot_unable_to_understand,you could not understand me
bot_unable_to_understand,don't you understand brother
bot_unable_to_understand,what have you got wrong
bot_unable_to_understand,"shared so many times, yet you did not understand"
bot_unable_to_understand,"what happened to you, you can't understand anything"
bot_unable_to_understand,"brother, you don't know what you think"
bot_unable_to_understand,no no i didn't mean
bot_unable_to_understand,"dude, you misunderstood"
bot_unable_to_understand,i do not understand what you want to say
bot_unable_to_understand,what do you understand so wrong?
bot_unable_to_understand,"brother, how long have i been explaining something "
bot_unable_to_understand,don't you understand 
bot_unable_to_understand,"hey brother, you are not getting it"
bot_unable_to_understand,this is not what i meant
bot_unable_to_understand,no i don't want that
bot_unable_to_understand,no you don't understand
bot_unable_to_understand,since start what have i been telling you
bot_unable_to_understand,don't you know anything
bot_unable_to_understand,no i don't ask for this
bot_unable_to_understand,when did i say that?
bot_unable_to_understand,no i didn't mean to speak
bot_unable_to_understand,you are wrong this time
bot_unable_to_understand,"no brother, when did i say yes?"
bot_unable_to_understand,"hey man, why don't you understand?"
bot_unable_to_understand,what did i say and what do you understand
bot_unable_to_understand,why have you been trying since long
bot_unable_to_understand,no brother i didn't say that
bot_unable_to_understand,no madam you don't understand what i mean
bot_unable_to_understand,no no you got it wrong
bot_unable_to_understand,"no, i did not mean it, try to understand again"
bot_unable_to_understand,bot is not able to understand the issue
bot_unable_to_understand,this is beyond the comprehension of the bot
bot_unable_to_understand,you understand nothing
bot_unable_to_understand,do you understand what i want to tell you
bot_unable_to_understand,"saying anything, first understand me"
bot_unable_to_understand,you don't understand anything
bot_unable_to_understand,"what are you saying, brother?"
bot_unable_to_understand,something confusin is happening
bot_unable_to_understand,what did you say now
bot_unable_to_understand,do not understand what you are trying to say
bot_unable_to_understand,first understand
bot_unable_to_understand,you do not understand anything
bot_unable_to_understand,what does it mean?
bot_unable_to_understand,you have failed to understand me.
bot_unable_to_understand,what are you understanding
bot_unable_to_understand,hey what did you mean brother
bot_unable_to_understand,what are you saying bro
bot_unable_to_understand,i'm trying but i don't understand
bot_unable_to_understand,you don't understand boat
bot_unable_to_understand,it's not easy i can't understand
bot_unable_to_understand,you don't understand
bot_unable_to_understand,it's hard to understand
bot_unable_to_understand,this is a completely new understanding
bot_unable_to_understand,that's not gonna happen
bot_unable_to_understand,"explained to you 10 times, but only then you are not understanding"
bot_unable_to_understand,don't you understand this
bot_unable_to_understand,hey you don't understand anything stupid
bot_unable_to_understand,you don't understand
bot_unable_to_understand,troubled talking to you
bot_unable_to_understand,you screwed up. do you understand anything?
bot_unable_to_understand,hey doesn't understand what once
bot_unable_to_understand,you don't understand once speaking
bot_unable_to_understand,you are not able to help me
bot_unable_to_understand,we are so upset already and you are so stupid
bot_unable_to_understand,hey doesn't understand what is said at once
bot_unable_to_understand,"agent, you have to do the right thing, you don't understand anything"
bot_unable_to_understand,do you even understand hindi or not
bot_unable_to_understand,hey we are not speaking in english understand something
bot_unable_to_understand,"hey brother, don't you understand at once"
bot_unable_to_understand,understand how you speak
bot_unable_to_understand,hey you are speaking but still not understand
bot_unable_to_understand,why don't you understand again and again
bot_unable_to_understand,understand the same thing every time
bot_unable_to_understand,explain something
bot_unable_to_understand,you can't do a single thing
bot_unable_to_understand,you won't be able to understand i get now
bot_unable_to_understand,how long will it take to tell you something
bot_unable_to_understand,why are you just chattering for 5 minutes and don't understand a thing
bot_unable_to_understand,"we do not know the address of this order, what will the other order tell?"
bot_unable_to_understand,i do not understand what to do
bot_unable_to_understand,you are not understanding me
bot_unable_to_understand,listen carefully first and then reply
bot_unable_to_understand,"i wasn't saying this, what are you talking about"
bot_unable_to_understand,are you unable to understand what i am saying?
bot_unable_to_understand,this is not what i am saying 
bot_unable_to_understand,seems like you are incapable of helping me
bot_unable_to_understand,i think that you are unable to understand me
bot_unable_to_understand,first listen to me then say your point
bot_unable_to_understand,you can't understand me 
bot_unable_to_understand,what you are saying has nothing to do with what i was asking
bot_unable_to_understand,you are not helping me
bot_unable_to_understand,sorry i can't make out what you are saying
bot_unable_to_understand,i can't understand what you are saying
bot_unable_to_understand,this was not what i was saying
bot_unable_to_understand,can't you understand what i am trying to say?
bot_unable_to_understand,first listen properly then reply
bot_unable_to_understand,"i did not ask this, what are you saying?"
bot_unable_to_understand,don't you understand what i want to say?
bot_unable_to_understand,you are not helping me right now
bot_unable_to_understand,give it up you don't understand me
bot_unable_to_understand,i can’t make head nor tail of what you’re saying
bot_unable_to_understand,"what are you saying, i did not ask this"
bot_unable_to_understand,"no, that's not what i am trying to say"
bot_unable_to_understand,don't you understand?
bot_unable_to_understand,just leave it you can't understand what i am trying to say
bot_unable_to_understand,i think you are confused with what i was trying to say
bot_unable_to_understand,this isn't what i was talking about
bot_unable_to_understand,"you understood the wrong thing, i didn't say that"
bot_unable_to_understand,you cannot understand what i am trying to say
